34.2102666 ; -6.0727397
34.2108627 ; -6.0725001
34.210862 ; -6.0724998
34.210862 ; -6.0725
34.2108615 ; -6.0724995
34.2108614 ; -6.0724997
34.2108613 ; -6.0724995
34.2108611 ; -6.0724994
34.2108613 ; -6.0724995
34.2108611 ; -6.0724995
34.2108613 ; -6.0724994
34.2108612 ; -6.0724994
34.2108613 ; -6.0724995
34.2112702 ; -6.0722255
34.2124407 ; -6.07144
34.2136153 ; -6.0706518
34.2147897 ; -6.0698637
34.2159645 ; -6.0690755
34.2171391 ; -6.0682873
34.2183134 ; -6.0674992
34.2194878 ; -6.0667111
34.2206625 ; -6.0659229
34.2218373 ; -6.0651346
34.2230431 ; -6.0643254
34.2242191 ; -6.0635363
34.2253963 ; -6.0627465
34.226542 ; -6.0619776
34.2277192 ; -6.0611876
34.2284837 ; -6.060675
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284808 ; -6.0606767
34.2284808 ; -6.0606767
34.2284809 ; -6.0606766
34.2284809 ; -6.0606766
34.2284809 ; -6.0606766
34.2284808 ; -6.0606766
34.2284808 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284808 ; -6.0606767
34.2284808 ; -6.0606767
34.2284806 ; -6.0606764
34.2284802 ; -6.0606764
34.2284802 ; -6.0606764
34.2284801 ; -6.0606764
34.2284801 ; -6.0606764
34.2284802 ; -6.0606763
34.2284802 ; -6.0606764
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284802 ; -6.0606763
34.2284802 ; -6.0606763
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284802 ; -6.0606763
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284801 ; -6.0606763
34.2284802 ; -6.0606763
34.2284806 ; -6.0606766
34.2284807 ; -6.0606766
34.2284808 ; -6.0606766
34.2284808 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284808 ; -6.0606767
34.2284808 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606766
34.2284808 ; -6.0606766
34.2284808 ; -6.0606766
34.2284809 ; -6.0606766
34.2284809 ; -6.0606766
34.2284809 ; -6.0606767
34.2284808 ; -6.0606767
34.2284808 ; -6.0606767
34.2284809 ; -6.0606767
34.2284809 ; -6.0606767
34.2284806 ; -6.0606764
34.2284802 ; -6.0606764
34.2284802 ; -6.0606763
